;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;nan;nan;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
Tübingen, Landkreis;160138,0;132248,0;1212,0;131036,0;44852,0;22754,0;12361,0;27551,0;0,0;10177,0;9797,0;0,0;0,0;0,0;0,0;0,0;2007,0;0,0;0,0;0,0;248,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1289,0;994,0;131254,0;39529,0;20620,0;13510,0;25583,0;0,0;15081,0;11593,0;573,0;232,0;586,0;776,0;573,0;1148,0;0,0;0,0;0,0;110,0;0,0;0,0;25,0;0,0;189,0;0,0;249,0;347,0;51,0;168,0;0,0;0,0;0,0;120,0;0,0;0,0;191,0
Zollernalbkreis, Landkreis;138802,0;104584,0;1775,0;102809,0;43630,0;16040,0;5099,0;12566,0;0,0;9853,0;14622,0;0,0;0,0;0,0;0,0;0,0;286,0;0,0;0,0;0,0;412,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;301,0;1450,0;103134,0;36517,0;15641,0;5613,0;11281,0;0,0;14520,0;15030,0;498,0;376,0;731,0;871,0;247,0;585,0;0,0;0,0;0,0;172,0;0,0;0,0;30,0;0,0;278,0;0,0;177,0;103,0;8,0;193,0;0,0;0,0;0,0;150,0;0,0;0,0;113,0
Ulm, kreisfreie Stadt;83048,0;64864,0;677,0;64187,0;22067,0;15177,0;3948,0;9693,0;0,0;5636,0;5946,0;1586,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;134,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;482,0;64382,0;19870,0;11269,0;4910,0;10950,0;0,0;7621,0;6542,0;551,0;112,0;362,0;508,0;211,0;649,0;0,0;0,0;0,0;52,0;0,0;0,0;15,0;0,0;125,0;0,0;164,0;123,0;10,0;148,0;0,0;0,0;0,0;84,0;0,0;0,0;106,0
Alb-Donau-Kreis, Landkreis;139625,0;112596,0;1339,0;111257,0;52782,0;20279,0;4157,0;11297,0;0,0;8537,0;12788,0;1251,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;166,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1115,0;111481,0;45118,0;16620,0;5066,0;13210,0;0,0;12656,0;13890,0;497,0;387,0;913,0;904,0;461,0;609,0;0,0;0,0;0,0;50,0;0,0;0,0;29,0;0,0;260,0;0,0;145,0;151,0;9,0;222,0;0,0;0,0;0,0;133,0;0,0;0,0;151,0
Biberach, Landkreis;145848,0;115131,0;1411,0;113720,0;50077,0;19659,0;4275,0;15426,0;0,0;8579,0;12953,0;0,0;0,0;1296,0;0,0;1455,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1263,0;113868,0;48968,0;14575,0;5214,0;12742,0;0,0;12610,0;14370,0;554,0;359,0;1005,0;804,0;969,0;560,0;0,0;0,0;0,0;33,0;0,0;0,0;30,0;0,0;266,0;0,0;171,0;109,0;14,0;213,0;0,0;0,0;0,0;169,0;0,0;0,0;133,0
Bodenseekreis, Landkreis;157226,0;125646,0;1219,0;124427,0;50471,0;22945,0;6626,0;17555,0;0,0;11179,0;12756,0;0,0;0,0;1224,0;0,0;1347,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;324,0;1053,0;124593,0;45851,0;17834,0;7683,0;18476,0;0,0;16669,0;12825,0;424,0;226,0;904,0;837,0;694,0;747,0;0,0;0,0;0,0;56,0;0,0;0,0;40,0;0,0;228,0;0,0;255,0;188,0;16,0;243,0;0,0;0,0;0,0;217,0;0,0;0,0;180,0
Ravensburg, Landkreis;208135,0;162736,0;1717,0;161019,0;63518,0;20333,0;8492,0;31379,0;0,0;15868,0;15355,0;0,0;0,0;2365,0;0,0;2752,0;0,0;0,0;0,0;0,0;131,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;652,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;174,0;1542,0;161194,0;63458,0;21380,0;9672,0;23757,0;0,0;18152,0;16767,0;551,0;299,0;1492,0;1126,0;1829,0;828,0;0,0;0,0;0,0;59,0;0,0;0,0;50,0;0,0;316,0;0,0;307,0;187,0;21,0;248,0;0,0;0,0;0,0;507,0;0,0;0,0;188,0
Sigmaringen, Landkreis;96692,0;74017,0;1115,0;72902,0;35352,0;9753,0;3411,0;8825,0;0,0;5989,0;9197,0;0,0;0,0;114,0;0,0;65,0;0,0;0,0;0,0;0,0;166,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,0;910,0;73107,0;29643,0;9537,0;3667,0;8994,0;0,0;8796,0;9417,0;272,0;276,0;556,0;611,0;219,0;343,0;0,0;0,0;0,0;35,0;0,0;0,0;22,0;0,0;172,0;0,0;109,0;64,0;7,0;131,0;0,0;0,0;0,0;129,0;0,0;0,0;107,0
Ingolstadt, kreisfreie Stadt;91076,0;65044,0;630,0;64414,0;0,0;9550,0;4272,0;5196,0;28083,0;4028,0;8680,0;0,0;0,0;2113,0;0,0;1058,0;823,0;566,0;0,0;0,0;45,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;461,0;64583,0;0,0;9233,0;4475,0;5615,0;23752,0;7040,0;9890,0;307,0;159,0;1313,0;498,0;666,0;562,0;456,0;0,0;0,0;30,0;10,0;0,0;0,0;0,0;0,0;0,0;76,0;96,0;8,0;101,0;0,0;0,0;0,0;0,0;0,0;92,0;204,0
München, kreisfreie Stadt;923612,0;724991,0;4709,0;720282,0;0,0;168845,0;48186,0;105732,0;243974,0;65821,0;52811,0;0,0;0,0;12228,0;0,0;11298,0;4603,0;5438,0;0,0;0,0;324,0;815,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;207,0;2850,0;722141,0;0,0;116764,0;59758,0;124365,0;216444,0;102643,0;60414,0;3053,0;607,0;7918,0;5911,0;6073,0;6644,0;3779,0;0,0;0,0;289,0;202,0;0,0;0,0;0,0;0,0;0,0;1521,0;2457,0;184,0;1035,0;0,0;0,0;0,0;0,0;0,0;669,0;1411,0
Rosenheim, kreisfreie Stadt;41335,0;30666,0;299,0;30367,0;0,0;4924,0;1457,0;3054,0;12381,0;2238,0;4241,0;249,0;0,0;690,0;0,0;513,0;0,0;572,0;0,0;0,0;0,0;48,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;213,0;30453,0;0,0;4138,0;1929,0;3482,0;10799,0;3354,0;4474,0;140,0;51,0;524,0;275,0;307,0;256,0;408,0;0,0;0,0;18,0;25,0;0,0;0,0;0,0;0,0;0,0;38,0;51,0;13,0;63,0;0,0;0,0;0,0;0,0;0,0;43,0;65,0
Altötting, Landkreis;82790,0;61970,0;594,0;61376,0;0,0;8433,0;3261,0;3436,0;33942,0;2982,0;7431,0;0,0;0,0;0,0;0,0;1408,0;0,0;0,0;0,0;0,0;0,0;483,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;448,0;61522,0;0,0;8228,0;3606,0;4182,0;27349,0;5154,0;8373,0;182,0;131,0;1452,0;501,0;695,0;431,0;752,0;0,0;0,0;10,0;86,0;0,0;0,0;0,0;0,0;0,0;41,0;76,0;5,0;118,0;0,0;0,0;0,0;0,0;0,0;74,0;76,0
Berchtesgadener Land, Landkreis;74656,0;56622,0;577,0;56045,0;0,0;8884,0;2644,0;3731,0;28028,0;3632,0;6477,0;0,0;0,0;0,0;0,0;1448,0;0,0;1201,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;430,0;56192,0;0,0;6458,0;2928,0;4652,0;25337,0;5137,0;7376,0;159,0;115,0;1443,0;467,0;601,0;260,0;820,0;0,0;0,0;3,0;11,0;0,0;0,0;0,0;0,0;0,0;47,0;79,0;9,0;131,0;0,0;0,0;0,0;0,0;0,0;62,0;97,0
Bad Tölz-Wolfratshausen, Landkreis;92461,0;73836,0;776,0;73060,0;0,0;8460,0;4623,0;9483,0;33621,0;5853,0;7518,0;0,0;0,0;0,0;0,0;0,0;0,0;3502,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;485,0;73351,0;0,0;8068,0;3944,0;7685,0;30207,0;8557,0;8740,0;266,0;94,0;1926,0;609,0;619,0;378,0;1618,0;0,0;0,0;15,0;15,0;0,0;0,0;0,0;0,0;0,0;116,0;134,0;7,0;145,0;0,0;0,0;0,0;0,0;0,0;90,0;118,0
Dachau, Landkreis;104757,0;85392,0;695,0;84697,0;0,0;14588,0;3308,0;6662,0;38655,0;5769,0;9208,0;0,0;0,0;2784,0;0,0;1463,0;0,0;1762,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;498,0;444,0;84948,0;0,0;11130,0;3997,0;8163,0;35667,0;9028,0;10471,0;275,0;142,0;2175,0;794,0;890,0;508,0;1060,0;0,0;0,0;22,0;9,0;0,0;0,0;0,0;0,0;0,0;92,0;150,0;10,0;125,0;0,0;0,0;0,0;0,0;0,0;99,0;141,0
Ebersberg, Landkreis;98996,0;83221,0;526,0;82695,0;0,0;13473,0;3308,0;9126,0;39462,0;6817,0;7321,0;0,0;0,0;0,0;0,0;1662,0;0,0;1526,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;341,0;82880,0;0,0;10644,0;4375,0;10316,0;31795,0;10906,0;8573,0;295,0;114,0;1852,0;779,0;874,0;539,0;1119,0;0,0;0,0;6,0;11,0;0,0;0,0;0,0;0,0;0,0;100,0;191,0;17,0;135,0;0,0;0,0;0,0;0,0;0,0;96,0;143,0
Eichstätt, Landkreis;97698,0;80271,0;641,0;79630,0;0,0;10234,0;3084,0;4434,0;42428,0;3468,0;9708,0;0,0;0,0;3133,0;0,0;1265,0;618,0;1204,0;0,0;0,0;54,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;497,0;79774,0;0,0;10503,0;3597,0;5270,0;35401,0;6704,0;11760,0;214,0;246,0;2687,0;517,0;841,0;474,0;1036,0;0,0;0,0;21,0;11,0;0,0;0,0;0,0;0,0;0,0;58,0;74,0;7,0;112,0;0,0;0,0;0,0;0,0;0,0;109,0;132,0
Erding, Landkreis;99202,0;80136,0;583,0;79553,0;0,0;10658,0;3110,0;7481,0;38750,0;5072,0;9368,0;0,0;0,0;0,0;0,0;2756,0;0,0;2358,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;414,0;79722,0;0,0;9299,0;3977,0;7452,0;31730,0;8501,0;10793,0;326,0;154,0;2817,0;773,0;1180,0;607,0;1525,0;0,0;0,0;15,0;12,0;0,0;0,0;0,0;0,0;0,0;83,0;107,0;2,0;125,0;0,0;0,0;0,0;0,0;0,0;101,0;143,0
Freising, Landkreis;121069,0;97586,0;738,0;96848,0;0,0;13633,0;5593,0;10893,0;38294,0;6808,0;10979,0;0,0;0,0;7714,0;0,0;2008,0;0,0;926,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;513,0;97073,0;0,0;11913,0;5586,0;11713,0;35721,0;10707,0;11985,0;435,0;199,0;4179,0;984,0;1070,0;874,0;868,0;0,0;0,0;18,0;13,0;0,0;0,0;0,0;0,0;0,0;114,0;196,0;9,0;189,0;0,0;0,0;0,0;0,0;0,0;125,0;175,0
Fürstenfeldbruck, Landkreis;154694,0;127489,0;938,0;126551,0;0,0;25758,0;5327,0;12773,0;52653,0;9698,0;12312,0;232,0;0,0;3576,0;0,0;1835,0;0,0;1547,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;840,0;552,0;126937,0;0,0;18493,0;6856,0;15298,0;48042,0;15715,0;13819,0;463,0;184,0;2685,0;1180,0;1067,0;942,0;1051,0;0,0;0,0;26,0;14,0;0,0;0,0;0,0;0,0;0,0;223,0;238,0;22,0;242,0;0,0;0,0;0,0;0,0;0,0;149,0;228,0
Garmisch-Partenkirchen, Landkreis;65566,0;52257,0;478,0;51779,0;0,0;6858,0;1982,0;3984,0;27250,0;3779,0;5188,0;0,0;0,0;0,0;0,0;1592,0;0,0;1146,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;276,0;51981,0;0,0;4815,0;2453,0;4585,0;23739,0;5850,0;6572,0;115,0;67,0;1127,0;457,0;762,0;221,0;824,0;0,0;0,0;4,0;5,0;0,0;0,0;0,0;0,0;0,0;65,0;63,0;5,0;100,0;0,0;0,0;0,0;0,0;0,0;64,0;88,0
Landsberg am Lech, Landkreis;89756,0;73424,0;611,0;72813,0;0,0;10400,0;3123,0;8353,0;33326,0;5033,0;7101,0;573,0;0,0;1801,0;0,0;1868,0;0,0;1110,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;125,0;364,0;73060,0;0,0;8889,0;4158,0;9075,0;29073,0;8361,0;7968,0;236,0;132,0;1377,0;682,0;906,0;491,0;998,0;0,0;0,0;9,0;8,0;0,0;0,0;0,0;0,0;0,0;148,0;145,0;11,0;167,0;0,0;0,0;0,0;0,0;0,0;80,0;146,0
Miesbach, Landkreis;73066,0;58776,0;582,0;58194,0;0,0;6332,0;2299,0;8303,0;28844,0;4849,0;5507,0;0,0;0,0;0,0;0,0;0,0;0,0;2060,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;310,0;58466,0;0,0;6389,0;2542,0;5920,0;24579,0;7786,0;6651,0;146,0;119,0;1533,0;533,0;444,0;251,0;1092,0;0,0;0,0;4,0;7,0;0,0;0,0;0,0;0,0;0,0;66,0;142,0;3,0;114,0;0,0;0,0;0,0;0,0;0,0;68,0;77,0
Mühldorf a.Inn, Landkreis;85431,0;64816,0;654,0;64162,0;0,0;7046,0;2799,0;4148,0;34493,0;4088,0;9055,0;0,0;0,0;0,0;0,0;2229,0;0,0;0,0;0,0;0,0;0,0;304,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;428,0;64388,0;0,0;7283,0;3053,0;4426,0;28068,0;6055,0;9957,0;240,0;164,0;1720,0;577,0;990,0;383,0;966,0;0,0;0,0;3,0;50,0;0,0;0,0;0,0;0,0;0,0;89,0;51,0;4,0;98,0;0,0;0,0;0,0;0,0;0,0;102,0;109,0
München, Landkreis;235172,0;197265,0;1129,0;196136,0;0,0;31943,0;7708,0;26890,0;85347,0;18312,0;16458,0;0,0;0,0;6250,0;0,0;3228,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;900,0;196365,0;0,0;27490,0;9996,0;24837,0;73189,0;30054,0;18470,0;742,0;184,0;3705,0;1903,0;1630,0;1295,0;1276,0;0,0;0,0;26,0;28,0;0,0;0,0;0,0;0,0;0,0;268,0;423,0;30,0;266,0;0,0;0,0;0,0;0,0;0,0;255,0;298,0
Neuburg-Schrobenhausen, Landkreis;71702,0;55793,0;475,0;55318,0;0,0;7123,0;2109,0;2997,0;28230,0;2969,0;7490,0;0,0;0,0;2783,0;0,0;488,0;418,0;690,0;0,0;0,0;21,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;373,0;55420,0;0,0;6717,0;2440,0;3450,0;24858,0;4968,0;8351,0;182,0;153,0;2195,0;398,0;348,0;345,0;651,0;0,0;0,0;13,0;3,0;0,0;0,0;0,0;0,0;0,0;46,0;47,0;5,0;90,0;0,0;0,0;0,0;0,0;0,0;67,0;93,0
Pfaffenhofen a.d.Ilm, Landkreis;92806,0;72012,0;573,0;71439,0;0,0;9175,0;3024,0;5434,0;32893,0;5437,0;10085,0;0,0;0,0;3228,0;0,0;1087,0;0,0;1076,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;385,0;71627,0;0,0;9087,0;3238,0;5193,0;30154,0;7043,0;10865,0;261,0;248,0;2264,0;673,0;635,0;506,0;904,0;0,0;0,0;14,0;3,0;0,0;0,0;0,0;0,0;0,0;89,0;108,0;8,0;142,0;0,0;0,0;0,0;0,0;0,0;76,0;116,0
Rosenheim, Landkreis;193835,0;155826,0;1245,0;154581,0;0,0;16966,0;5579,0;14253,0;72600,0;11512,0;19747,0;824,0;0,0;5487,0;0,0;3540,0;0,0;3923,0;0,0;0,0;0,0;150,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;822,0;155004,0;0,0;16829,0;7520,0;15089,0;64379,0;16957,0;21223,0;462,0;234,0;3902,0;1368,0;1850,0;785,0;3017,0;0,0;0,0;18,0;62,0;0,0;0,0;0,0;0,0;0,0;239,0;271,0;37,0;316,0;0,0;0,0;0,0;0,0;0,0;184,0;262,0
Starnberg, Landkreis;96546,0;81477,0;559,0;80918,0;0,0;14016,0;2924,0;10320,0;31916,0;10054,0;6338,0;1219,0;0,0;1985,0;0,0;971,0;0,0;914,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;261,0;309,0;81168,0;0,0;9749,0;4216,0;11461,0;30351,0;13851,0;7136,0;263,0;79,0;1171,0;648,0;547,0;401,0;629,0;0,0;0,0;12,0;14,0;0,0;0,0;0,0;0,0;0,0;146,0;153,0;4,0;135,0;0,0;0,0;0,0;0,0;0,0;69,0;133,0
Traunstein, Landkreis;133810,0;103993,0;813,0;103180,0;0,0;16775,0;4500,0;9241,0;52028,0;5402,0;9799,0;0,0;0,0;0,0;0,0;2089,0;0,0;3346,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;616,0;103377,0;0,0;12458,0;5580,0;10028,0;45859,0;9477,0;11815,0;284,0;234,0;2368,0;745,0;1089,0;529,0;2104,0;0,0;0,0;13,0;11,0;0,0;0,0;0,0;0,0;0,0;128,0;150,0;13,0;230,0;0,0;0,0;0,0;0,0;0,0;122,0;140,0
Weilheim-Schongau, Landkreis;101593,0;82076,0;817,0;81259,0;0,0;12864,0;4247,0;8082,0;36534,0;5591,0;8195,0;0,0;0,0;0,0;0,0;3037,0;0,0;2709,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;490,0;81586,0;0,0;10587,0;4761,0;8168,0;33515,0;8059,0;9573,0;237,0;160,0;1749,0;729,0;1383,0;503,0;1401,0;0,0;0,0;18,0;9,0;0,0;0,0;0,0;0,0;0,0;121,0;141,0;10,0;192,0;0,0;0,0;0,0;0,0;0,0;98,0;172,0
Landshut, kreisfreie Stadt;49285,0;36990,0;485,0;36505,0;0,0;5829,0;1819,0;3783,0;12913,0;4079,0;4198,0;0,0;0,0;2690,0;0,0;730,0;0,0;464,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;385,0;36605,0;0,0;5030,0;2351,0;3912,0;12864,0;4670,0;4751,0;154,0;61,0;1196,0;351,0;328,0;284,0;294,0;0,0;0,0;6,0;4,0;0,0;0,0;0,0;0,0;0,0;71,0;92,0;8,0;54,0;0,0;0,0;0,0;0,0;0,0;58,0;66,0
Passau, kreisfreie Stadt;38052,0;28038,0;220,0;27818,0;0,0;6455,0;1657,0;2473,0;11463,0;1771,0;2968,0;0,0;0,0;0,0;0,0;1031,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;149,0;27889,0;0,0;4347,0;2167,0;3036,0;10116,0;3073,0;3533,0;91,0;36,0;328,0;201,0;370,0;213,0;164,0;0,0;0,0;4,0;4,0;0,0;0,0;0,0;0,0;0,0;50,0;46,0;3,0;25,0;0,0;0,0;0,0;0,0;0,0;30,0;52,0
Straubing, kreisfreie Stadt;34344,0;23322,0;218,0;23104,0;0,0;4415,0;1285,0;1457,0;10071,0;1068,0;3448,0;0,0;0,0;642,0;0,0;426,0;0,0;292,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;172,0;23150,0;0,0;3380,0;1417,0;1483,0;8960,0;2197,0;3988,0;78,0;98,0;588,0;199,0;267,0;121,0;212,0;0,0;0,0;14,0;1,0;0,0;0,0;0,0;0,0;0,0;26,0;21,0;4,0;44,0;0,0;0,0;0,0;0,0;0,0;18,0;34,0
Deggendorf, Landkreis;91951,0;65566,0;545,0;65021,0;0,0;9038,0;2895,0;3302,0;29847,0;2591,0;10857,0;0,0;0,0;4556,0;0,0;0,0;0,0;1935,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;399,0;65167,0;0,0;8757,0;3405,0;3278,0;26579,0;5122,0;11980,0;146,0;239,0;2986,0;505,0;433,0;224,0;1137,0;0,0;0,0;9,0;6,0;0,0;0,0;0,0;0,0;0,0;57,0;64,0;5,0;70,0;0,0;0,0;0,0;0,0;0,0;68,0;97,0
Freyung-Grafenau, Landkreis;63822,0;46169,0;404,0;45765,0;0,0;10308,0;1759,0;1673,0;18953,0;1751,0;8120,0;0,0;0,0;1720,0;0,0;0,0;0,0;1481,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;263,0;45906,0;0,0;6921,0;2144,0;1882,0;18590,0;3264,0;9221,0;82,0;213,0;1571,0;348,0;339,0;126,0;1009,0;0,0;0,0;8,0;9,0;0,0;0,0;0,0;0,0;0,0;26,0;29,0;1,0;43,0;0,0;0,0;0,0;0,0;0,0;27,0;53,0
Kelheim, Landkreis;88028,0;66984,0;538,0;66446,0;0,0;9856,0;2274,0;3441,0;28807,0;3988,0;8619,0;0,0;0,0;6734,0;0,0;1237,0;0,0;1490,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;439,0;66545,0;0,0;9631,0;3004,0;4153,0;27887,0;5501,0;9914,0;195,0;241,0;2994,0;546,0;790,0;296,0;969,0;0,0;0,0;11,0;3,0;0,0;0,0;0,0;0,0;0,0;66,0;63,0;12,0;70,0;0,0;0,0;0,0;0,0;0,0;85,0;114,0
